shipment_id,order_id,tipo_promesa,nodo_origen,centro_fulfillment,centro_sortation,estacion_last_mile,carrier,region_destino,carril,fecha_pedido,fecha_prometida_entrega,fecha_entrega_real,flag_entregado_a_tiempo,flag_entrega_tardia,horas_retraso,costo_paquete,flag_contacto_cx,flag_reclamo,monto_compensacion
SHP002246,ORD002246,Standard,FC_GDL_01,FC_GDL_01,SORT_GDL_01,LM_GDL,Carrier_B,Bajio,CDMX-BAJIO,2026-01-23 05:44:41,2026-01-27 05:44:41,2026-01-24 22:00:01.863541,1,0,0.0,83.32,0,0,0
SHP002247,ORD002247,Standard,FC_CDMX_01,FC_CDMX_01,SORT_CDMX_01,LM_PUE,Carrier_D,Jalisco,QRO-CDMX,2026-03-03 05:19:12,2026-03-07 05:19:12,2026-03-08 01:20:07.620035,0,1,20.02,73.36,0,0,0
SHP002248,ORD002248,Standard,FC_MTY_01,FC_MTY_01,SORT_QRO_01,LM_CDMX_SUR,Carrier_C,Occidente,GDL-CDMX,2026-02-16 07:52:15,2026-02-20 07:52:15,2026-02-17 22:25:25.924417,1,0,0.0,70.16,0,0,0
SHP002249,ORD002249,Two Day,FC_GDL_01,FC_GDL_01,SORT_MTY_01,LM_CDMX_NORTE,Carrier_B,Bajio,PUE-CDMX,2026-01-11 20:52:48,2026-01-13 20:52:48,2026-01-13 12:19:13.076112,1,0,0.0,83.31,0,0,0
SHP002250,ORD002250,Next Day,FC_GDL_01,FC_GDL_01,SORT_GDL_01,LM_CDMX_NORTE,Carrier_A,CDMX,PUE-CDMX,2026-01-23 14:12:28,2026-01-24 14:12:28,2026-01-26 13:44:45.712679,0,1,47.54,93.78,0,0,0
SHP002251,ORD002251,Standard,FC_GDL_01,FC_GDL_01,SORT_MTY_01,LM_PUE,Carrier_B,Puebla,GDL-OCCIDENTE,2026-03-29 19:16:53,2026-04-02 19:16:53,2026-03-31 12:26:23.351184,1,0,0.0,81.91,0,0,0
SHP002252,ORD002252,Standard,FC_PUE_01,FC_PUE_01,SORT_MTY_01,LM_MTY,Carrier_A,Puebla,GDL-OCCIDENTE,2026-03-06 11:06:55,2026-03-10 11:06:55,2026-03-08 04:10:56.664484,1,0,0.0,71.5,1,0,0
SHP002253,ORD002253,Two Day,FC_QRO_01,FC_QRO_01,SORT_QRO_01,LM_CDMX_SUR,Carrier_C,Occidente,CDMX-BAJIO,2026-01-28 10:31:32,2026-01-30 10:31:32,2026-01-30 08:01:51.914171,1,0,0.0,72.28,0,0,0
SHP002254,ORD002254,Two Day,FC_PUE_01,FC_PUE_01,SORT_GDL_01,LM_PUE,Carrier_C,Occidente,CDMX-GDL,2026-01-20 09:20:29,2026-01-22 09:20:29,2026-01-22 01:38:17.363622,1,0,0.0,69.79,0,0,0
SHP002255,ORD002255,Two Day,FC_QRO_01,FC_QRO_01,SORT_QRO_01,LM_CDMX_NORTE,Carrier_D,CDMX,GDL-CDMX,2026-03-29 19:05:17,2026-03-31 19:05:17,2026-03-31 14:45:15.805340,1,0,0.0,76.56,0,0,0
SHP002256,ORD002256,Next Day,FC_PUE_01,FC_PUE_01,SORT_CDMX_01,LM_QRO,Carrier_B,Bajio,GDL-CDMX,2026-01-06 11:06:24,2026-01-07 11:06:24,2026-01-07 08:09:48.024982,1,0,0.0,84.8,0,0,0
SHP002257,ORD002257,Two Day,FC_PUE_01,FC_PUE_01,SORT_GDL_01,LM_CDMX_SUR,Carrier_A,CDMX,GDL-OCCIDENTE,2026-03-25 15:59:28,2026-03-27 15:59:28,2026-03-27 06:25:15.707675,1,0,0.0,79.92,0,0,0
SHP002258,ORD002258,Standard,FC_CDMX_01,FC_CDMX_01,SORT_GDL_01,LM_QRO,Carrier_B,Nuevo Leon,GDL-OCCIDENTE,2026-02-22 12:37:14,2026-02-26 12:37:14,2026-02-24 13:51:08.265617,1,0,0.0,85.36,0,0,0
SHP002259,ORD002259,Next Day,FC_MTY_01,FC_MTY_01,SORT_MTY_01,LM_QRO,Carrier_A,Jalisco,CDMX-GDL,2026-02-11 20:39:41,2026-02-12 20:39:41,2026-02-14 17:40:51.301847,0,1,45.02,90.36,0,1,150
SHP002260,ORD002260,Two Day,FC_GDL_01,FC_GDL_01,SORT_GDL_01,LM_CDMX_SUR,Carrier_C,CDMX,GDL-OCCIDENTE,2026-01-15 16:27:02,2026-01-17 16:27:02,2026-01-17 13:02:44.094093,1,0,0.0,64.95,0,0,0
SHP002261,ORD002261,Standard,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_PUE,Carrier_C,CDMX,QRO-CDMX,2026-02-15 01:58:22,2026-02-19 01:58:22,2026-02-16 19:12:25.077491,1,0,0.0,71.28,0,0,0
SHP002262,ORD002262,Next Day,FC_MTY_01,FC_MTY_01,SORT_MTY_01,LM_CDMX_NORTE,Carrier_A,CDMX,CDMX-GDL,2026-03-17 14:35:23,2026-03-18 14:35:23,2026-03-18 11:42:37.620883,1,0,0.0,88.01,0,0,0
SHP002263,ORD002263,Standard,FC_CDMX_01,FC_CDMX_01,SORT_CDMX_01,LM_CDMX_NORTE,Carrier_B,Occidente,CDMX-MTY,2026-01-09 08:32:52,2026-01-13 08:32:52,2026-01-11 00:51:51.642670,1,0,0.0,72.97,0,0,0
SHP002264,ORD002264,Standard,FC_QRO_01,FC_QRO_01,SORT_CDMX_01,LM_MTY,Carrier_C,Puebla,QRO-CDMX,2026-01-06 21:23:47,2026-01-10 21:23:47,2026-01-08 07:47:09.246817,1,0,0.0,62.87,0,0,0
SHP002265,ORD002265,Standard,FC_PUE_01,FC_PUE_01,SORT_CDMX_01,LM_PUE,Carrier_A,Nuevo Leon,QRO-CDMX,2026-02-07 03:14:20,2026-02-11 03:14:20,2026-02-08 11:55:11.379896,1,0,0.0,84.58,0,0,0
SHP002266,ORD002266,Standard,FC_PUE_01,FC_PUE_01,SORT_MTY_01,LM_GDL,Carrier_A,CDMX,GDL-OCCIDENTE,2026-03-21 05:52:54,2026-03-25 05:52:54,2026-03-23 04:49:09.905443,1,0,0.0,77.77,0,1,150
SHP002267,ORD002267,Next Day,FC_PUE_01,FC_PUE_01,SORT_QRO_01,LM_GDL,Carrier_B,Occidente,CDMX-MTY,2026-01-15 22:52:13,2026-01-16 22:52:13,2026-01-16 16:45:39.335171,1,0,0.0,88.23,0,0,0
SHP002268,ORD002268,Next Day,FC_MTY_01,FC_MTY_01,SORT_CDMX_01,LM_GDL,Carrier_B,CDMX,GDL-OCCIDENTE,2026-02-12 12:54:03,2026-02-13 12:54:03,2026-02-13 11:05:29.792489,1,0,0.0,87.65,0,0,0
SHP002269,ORD002269,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_CDMX_01,LM_CDMX_NORTE,Carrier_C,Jalisco,PUE-CDMX,2026-02-03 20:43:43,2026-02-05 20:43:43,2026-02-05 07:00:49.455016,1,0,0.0,64.05,0,0,0
SHP002270,ORD002270,Standard,FC_CDMX_01,FC_CDMX_01,SORT_MTY_01,LM_PUE,Carrier_B,Puebla,GDL-CDMX,2026-02-09 16:08:44,2026-02-13 16:08:44,2026-02-11 03:18:24.980233,1,0,0.0,79.23,0,0,0
SHP002271,ORD002271,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_GDL_01,LM_MTY,Carrier_A,Nuevo Leon,GDL-OCCIDENTE,2026-01-23 10:55:00,2026-01-25 10:55:00,2026-01-24 22:11:55.388593,1,0,0.0,84.79,0,0,0
SHP002272,ORD002272,Standard,FC_MTY_01,FC_MTY_01,SORT_CDMX_01,LM_GDL,Carrier_B,Jalisco,PUE-CDMX,2026-03-13 04:05:25,2026-03-17 04:05:25,2026-03-15 03:30:59.773390,1,0,0.0,75.73,0,0,0
SHP002273,ORD002273,Next Day,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_CDMX_NORTE,Carrier_B,Jalisco,PUE-CDMX,2026-02-28 19:00:01,2026-03-01 19:00:01,2026-03-01 13:42:33.988212,1,0,0.0,95.33,0,0,0
SHP002274,ORD002274,Standard,FC_PUE_01,FC_PUE_01,SORT_QRO_01,LM_QRO,Carrier_B,CDMX,GDL-OCCIDENTE,2026-01-19 06:32:13,2026-01-23 06:32:13,2026-01-21 08:15:24.969125,1,0,0.0,87.3,0,0,0
SHP002275,ORD002275,Next Day,FC_CDMX_01,FC_CDMX_01,SORT_MTY_01,LM_CDMX_NORTE,Carrier_D,Occidente,PUE-CDMX,2026-01-25 21:06:06,2026-01-26 21:06:06,2026-01-26 14:15:31.498633,1,0,0.0,83.49,0,0,0
SHP002276,ORD002276,Standard,FC_CDMX_01,FC_CDMX_01,SORT_CDMX_01,LM_GDL,Carrier_C,Nuevo Leon,GDL-CDMX,2026-02-23 11:42:55,2026-02-27 11:42:55,2026-02-24 22:08:54.102976,1,0,0.0,64.15,0,0,0
SHP002277,ORD002277,Standard,FC_QRO_01,FC_QRO_01,SORT_GDL_01,LM_QRO,Carrier_A,Bajio,GDL-MTY,2026-02-21 15:04:40,2026-02-25 15:04:40,2026-02-23 15:10:36.644490,1,0,0.0,77.77,0,0,0
SHP002278,ORD002278,Standard,FC_QRO_01,FC_QRO_01,SORT_MTY_01,LM_CDMX_SUR,Carrier_A,CDMX,GDL-CDMX,2026-03-09 23:17:57,2026-03-13 23:17:57,2026-03-11 18:04:48.474649,1,0,0.0,74.78,0,0,0
SHP002279,ORD002279,Two Day,FC_MTY_01,FC_MTY_01,SORT_GDL_01,LM_QRO,Carrier_B,Bajio,MTY-CDMX,2026-02-09 21:52:22,2026-02-11 21:52:22,2026-02-11 12:17:49.333628,1,0,0.0,87.39,0,0,0
SHP002280,ORD002280,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_GDL_01,LM_MTY,Carrier_C,Jalisco,QRO-CDMX,2026-03-12 10:57:47,2026-03-14 10:57:47,2026-03-13 20:31:50.869702,1,0,0.0,74.79,0,0,0
SHP002281,ORD002281,Standard,FC_PUE_01,FC_PUE_01,SORT_QRO_01,LM_CDMX_SUR,Carrier_A,Occidente,MTY-CDMX,2026-01-09 07:27:57,2026-01-13 07:27:57,2026-01-10 19:10:17.500254,1,0,0.0,92.69,0,0,0
SHP002282,ORD002282,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_GDL,Carrier_D,Bajio,PUE-CDMX,2026-01-16 13:04:20,2026-01-18 13:04:20,2026-01-18 11:27:08.961346,1,0,0.0,92.34,1,0,0
SHP002283,ORD002283,Two Day,FC_MTY_01,FC_MTY_01,SORT_MTY_01,LM_CDMX_NORTE,Carrier_A,Occidente,GDL-MTY,2026-03-12 08:20:27,2026-03-14 08:20:27,2026-03-14 21:32:23.662127,0,1,13.2,84.83,1,0,0
SHP002284,ORD002284,Standard,FC_MTY_01,FC_MTY_01,SORT_GDL_01,LM_GDL,Carrier_A,Occidente,CDMX-GDL,2026-03-07 06:06:03,2026-03-11 06:06:03,2026-03-09 00:51:27.062517,1,0,0.0,81.07,0,0,0
SHP002285,ORD002285,Next Day,FC_QRO_01,FC_QRO_01,SORT_MTY_01,LM_MTY,Carrier_C,Occidente,MTY-CDMX,2026-02-20 03:19:49,2026-02-21 03:19:49,2026-02-23 07:09:08.557465,0,1,51.82,79.22,0,1,75
SHP002286,ORD002286,Two Day,FC_PUE_01,FC_PUE_01,SORT_CDMX_01,LM_CDMX_SUR,Carrier_C,Nuevo Leon,GDL-MTY,2026-02-24 07:47:03,2026-02-26 07:47:03,2026-02-25 23:08:41.261484,1,0,0.0,57.89,0,0,0
SHP002287,ORD002287,Standard,FC_PUE_01,FC_PUE_01,SORT_GDL_01,LM_GDL,Carrier_B,Jalisco,CDMX-BAJIO,2026-03-01 13:37:29,2026-03-05 13:37:29,2026-03-03 11:53:42.717656,1,0,0.0,79.95,0,0,0
SHP002288,ORD002288,Standard,FC_CDMX_01,FC_CDMX_01,SORT_MTY_01,LM_CDMX_NORTE,Carrier_A,Bajio,CDMX-GDL,2026-03-25 03:33:12,2026-03-29 03:33:12,2026-03-26 10:23:57.588158,1,0,0.0,87.29,0,0,0
SHP002289,ORD002289,Two Day,FC_GDL_01,FC_GDL_01,SORT_GDL_01,LM_CDMX_SUR,Carrier_D,Occidente,QRO-CDMX,2026-01-20 04:49:09,2026-01-22 04:49:09,2026-01-22 10:49:53.872622,0,1,6.01,76.26,0,0,0
SHP002290,ORD002290,Standard,FC_MTY_01,FC_MTY_01,SORT_MTY_01,LM_PUE,Carrier_A,Bajio,GDL-MTY,2026-03-20 15:45:31,2026-03-24 15:45:31,2026-03-22 14:44:40.093777,1,0,0.0,73.52,0,0,0
SHP002291,ORD002291,Next Day,FC_CDMX_01,FC_CDMX_01,SORT_CDMX_01,LM_CDMX_NORTE,Carrier_C,Queretaro,GDL-OCCIDENTE,2026-02-15 14:54:26,2026-02-16 14:54:26,2026-02-16 13:02:13.153449,1,0,0.0,79.31,0,0,0
SHP002292,ORD002292,Standard,FC_CDMX_01,FC_CDMX_01,SORT_CDMX_01,LM_QRO,Carrier_D,Jalisco,CDMX-MTY,2026-03-03 14:02:31,2026-03-07 14:02:31,2026-03-05 13:55:49.036814,1,0,0.0,77.65,0,0,0
SHP002293,ORD002293,Standard,FC_QRO_01,FC_QRO_01,SORT_GDL_01,LM_CDMX_SUR,Carrier_B,Nuevo Leon,GDL-MTY,2026-01-05 03:22:06,2026-01-09 03:22:06,2026-01-06 23:09:13.824534,1,0,0.0,80.74,0,0,0
SHP002294,ORD002294,Standard,FC_CDMX_01,FC_CDMX_01,SORT_CDMX_01,LM_CDMX_NORTE,Carrier_D,Puebla,GDL-OCCIDENTE,2026-02-18 13:18:59,2026-02-22 13:18:59,2026-02-20 04:58:24.467373,1,0,0.0,85.66,0,0,0
SHP002295,ORD002295,Standard,FC_MTY_01,FC_MTY_01,SORT_QRO_01,LM_CDMX_NORTE,Carrier_B,Puebla,PUE-CDMX,2026-03-17 22:59:58,2026-03-21 22:59:58,2026-03-20 01:54:26.533088,1,0,0.0,87.05,0,0,0
SHP002296,ORD002296,Two Day,FC_PUE_01,FC_PUE_01,SORT_CDMX_01,LM_CDMX_NORTE,Carrier_D,Jalisco,CDMX-GDL,2026-03-21 01:02:17,2026-03-23 01:02:17,2026-03-22 18:14:24.434867,1,0,0.0,87.96,0,0,0
SHP002297,ORD002297,Next Day,FC_CDMX_01,FC_CDMX_01,SORT_MTY_01,LM_MTY,Carrier_A,Jalisco,GDL-OCCIDENTE,2026-01-02 14:34:20,2026-01-03 14:34:20,2026-01-03 07:22:22.369341,1,0,0.0,83.22,0,0,0
SHP002298,ORD002298,Next Day,FC_QRO_01,FC_QRO_01,SORT_MTY_01,LM_MTY,Carrier_C,Queretaro,MTY-CDMX,2026-03-13 03:18:05,2026-03-14 03:18:05,2026-03-13 21:46:06.327583,1,0,0.0,73.62,0,0,0
SHP002299,ORD002299,Two Day,FC_PUE_01,FC_PUE_01,SORT_CDMX_01,LM_PUE,Carrier_D,CDMX,GDL-MTY,2026-02-08 08:52:12,2026-02-10 08:52:12,2026-02-11 17:32:15.435806,0,1,32.67,69.41,0,0,0
SHP002300,ORD002300,Two Day,FC_MTY_01,FC_MTY_01,SORT_GDL_01,LM_CDMX_NORTE,Carrier_A,Puebla,CDMX-MTY,2026-03-20 19:58:23,2026-03-22 19:58:23,2026-03-22 14:37:22.872410,1,0,0.0,77.69,0,0,0
SHP002301,ORD002301,Next Day,FC_PUE_01,FC_PUE_01,SORT_MTY_01,LM_CDMX_NORTE,Carrier_B,Jalisco,GDL-MTY,2026-02-08 21:04:55,2026-02-09 21:04:55,2026-02-11 08:54:09.429401,0,1,35.82,88.5,0,1,75
SHP002302,ORD002302,Two Day,FC_MTY_01,FC_MTY_01,SORT_CDMX_01,LM_QRO,Carrier_A,Queretaro,GDL-MTY,2026-01-17 21:31:42,2026-01-19 21:31:42,2026-01-20 22:28:39.879547,0,1,24.95,82.32,1,0,0
SHP002303,ORD002303,Standard,FC_GDL_01,FC_GDL_01,SORT_GDL_01,LM_QRO,Carrier_C,Jalisco,CDMX-MTY,2026-01-24 15:34:20,2026-01-28 15:34:20,2026-01-26 13:13:53.423199,1,0,0.0,59.19,0,0,0
SHP002304,ORD002304,Two Day,FC_MTY_01,FC_MTY_01,SORT_MTY_01,LM_MTY,Carrier_A,Nuevo Leon,CDMX-GDL,2026-03-09 20:26:21,2026-03-11 20:26:21,2026-03-11 13:43:41.434261,1,0,0.0,84.82,0,0,0
SHP002305,ORD002305,Standard,FC_MTY_01,FC_MTY_01,SORT_GDL_01,LM_QRO,Carrier_B,Bajio,CDMX-GDL,2026-03-22 21:04:07,2026-03-26 21:04:07,2026-03-24 17:50:06.282260,1,0,0.0,81.36,0,0,0
SHP002306,ORD002306,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_MTY_01,LM_CDMX_SUR,Carrier_B,Queretaro,PUE-CDMX,2026-02-12 14:29:18,2026-02-14 14:29:18,2026-02-14 03:18:07.901446,1,0,0.0,77.87,0,0,0
SHP002307,ORD002307,Standard,FC_CDMX_01,FC_CDMX_01,SORT_CDMX_01,LM_CDMX_NORTE,Carrier_C,Queretaro,CDMX-GDL,2026-01-05 10:14:11,2026-01-09 10:14:11,2026-01-07 14:58:55.745534,1,0,0.0,70.42,0,0,0
SHP002308,ORD002308,Standard,FC_CDMX_01,FC_CDMX_01,SORT_GDL_01,LM_GDL,Carrier_B,Puebla,CDMX-MTY,2026-03-21 18:28:46,2026-03-25 18:28:46,2026-03-23 23:20:32.987235,1,0,0.0,84.37,0,0,0
SHP002309,ORD002309,Standard,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_CDMX_SUR,Carrier_C,CDMX,QRO-CDMX,2026-03-14 16:21:06,2026-03-18 16:21:06,2026-03-16 12:05:10.386021,1,0,0.0,70.86,0,0,0
SHP002310,ORD002310,Next Day,FC_GDL_01,FC_GDL_01,SORT_GDL_01,LM_GDL,Carrier_D,Nuevo Leon,CDMX-GDL,2026-03-21 16:40:28,2026-03-22 16:40:28,2026-03-22 10:24:23.293398,1,0,0.0,76.86,0,0,0
SHP002311,ORD002311,Two Day,FC_PUE_01,FC_PUE_01,SORT_GDL_01,LM_MTY,Carrier_B,Queretaro,CDMX-BAJIO,2026-02-11 13:05:42,2026-02-13 13:05:42,2026-02-14 18:25:23.564713,0,1,29.33,83.57,0,0,0
SHP002312,ORD002312,Standard,FC_GDL_01,FC_GDL_01,SORT_GDL_01,LM_QRO,Carrier_C,Nuevo Leon,CDMX-GDL,2026-01-12 13:54:00,2026-01-16 13:54:00,2026-01-17 03:18:41.576333,0,1,13.41,64.13,0,0,0
SHP002313,ORD002313,Next Day,FC_PUE_01,FC_PUE_01,SORT_CDMX_01,LM_QRO,Carrier_D,Occidente,GDL-MTY,2026-02-03 14:20:14,2026-02-04 14:20:14,2026-02-04 06:24:28.373497,1,0,0.0,97.17,0,0,0
SHP002314,ORD002314,Two Day,FC_QRO_01,FC_QRO_01,SORT_GDL_01,LM_MTY,Carrier_A,Jalisco,QRO-CDMX,2026-03-01 23:54:31,2026-03-03 23:54:31,2026-03-03 20:30:53.243201,1,0,0.0,79.97,0,0,0
SHP002315,ORD002315,Standard,FC_CDMX_01,FC_CDMX_01,SORT_CDMX_01,LM_PUE,Carrier_B,Bajio,CDMX-GDL,2026-03-01 03:20:29,2026-03-05 03:20:29,2026-03-02 16:14:12.277961,1,0,0.0,88.69,0,0,0
SHP002316,ORD002316,Standard,FC_PUE_01,FC_PUE_01,SORT_MTY_01,LM_QRO,Carrier_B,CDMX,MTY-CDMX,2026-01-29 01:52:45,2026-02-02 01:52:45,2026-01-30 20:53:12.643417,1,0,0.0,74.64,0,0,0
SHP002317,ORD002317,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_GDL,Carrier_B,Jalisco,PUE-CDMX,2026-03-15 18:07:02,2026-03-17 18:07:02,2026-03-17 09:15:47.665483,1,0,0.0,80.01,0,1,150
SHP002318,ORD002318,Two Day,FC_PUE_01,FC_PUE_01,SORT_QRO_01,LM_QRO,Carrier_B,Queretaro,MTY-CDMX,2026-03-22 22:41:51,2026-03-24 22:41:51,2026-03-24 11:53:49.920877,1,0,0.0,77.24,0,0,0
SHP002319,ORD002319,Two Day,FC_PUE_01,FC_PUE_01,SORT_QRO_01,LM_CDMX_NORTE,Carrier_D,Nuevo Leon,GDL-CDMX,2026-02-22 07:15:24,2026-02-24 07:15:24,2026-02-23 18:05:06.048076,1,0,0.0,81.34,0,0,0
SHP002320,ORD002320,Standard,FC_PUE_01,FC_PUE_01,SORT_QRO_01,LM_PUE,Carrier_D,Jalisco,GDL-CDMX,2026-02-02 09:46:48,2026-02-06 09:46:48,2026-02-04 19:40:45.777676,1,0,0.0,73.56,0,0,0
SHP002321,ORD002321,Two Day,FC_MTY_01,FC_MTY_01,SORT_CDMX_01,LM_QRO,Carrier_D,Puebla,GDL-MTY,2026-01-18 08:04:03,2026-01-20 08:04:03,2026-01-20 06:32:24.294567,1,0,0.0,74.87,0,0,0
SHP002322,ORD002322,Standard,FC_CDMX_01,FC_CDMX_01,SORT_GDL_01,LM_CDMX_SUR,Carrier_A,Jalisco,PUE-CDMX,2026-02-09 13:52:57,2026-02-13 13:52:57,2026-02-11 02:08:35.431132,1,0,0.0,84.98,0,0,0
SHP002323,ORD002323,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_QRO,Carrier_C,Puebla,CDMX-BAJIO,2026-01-16 09:10:41,2026-01-18 09:10:41,2026-01-18 07:21:30.273752,1,0,0.0,75.3,0,0,0
SHP002324,ORD002324,Two Day,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_MTY,Carrier_D,CDMX,CDMX-BAJIO,2026-01-18 05:15:01,2026-01-20 05:15:01,2026-01-20 09:53:43.602557,0,1,4.65,76.62,0,0,0
SHP002325,ORD002325,Standard,FC_MTY_01,FC_MTY_01,SORT_GDL_01,LM_QRO,Carrier_C,Nuevo Leon,QRO-CDMX,2026-03-05 11:03:05,2026-03-09 11:03:05,2026-03-07 04:58:35.359423,1,0,0.0,61.4,0,0,0
SHP002326,ORD002326,Next Day,FC_PUE_01,FC_PUE_01,SORT_GDL_01,LM_PUE,Carrier_D,Occidente,CDMX-GDL,2026-03-23 11:57:15,2026-03-24 11:57:15,2026-03-24 09:50:59.898660,1,0,0.0,71.57,0,0,0
SHP002327,ORD002327,Standard,FC_MTY_01,FC_MTY_01,SORT_CDMX_01,LM_GDL,Carrier_D,Bajio,CDMX-MTY,2026-01-15 03:56:49,2026-01-19 03:56:49,2026-01-17 07:09:13.260400,1,0,0.0,71.15,0,0,0
SHP002328,ORD002328,Standard,FC_PUE_01,FC_PUE_01,SORT_QRO_01,LM_GDL,Carrier_A,Occidente,GDL-CDMX,2026-02-09 18:35:12,2026-02-13 18:35:12,2026-02-11 10:17:55.793266,1,0,0.0,90.92,0,0,0
SHP002329,ORD002329,Two Day,FC_MTY_01,FC_MTY_01,SORT_GDL_01,LM_MTY,Carrier_C,CDMX,GDL-OCCIDENTE,2026-02-07 11:08:07,2026-02-09 11:08:07,2026-02-09 05:21:00.561982,1,0,0.0,82.8,0,1,150
SHP002330,ORD002330,Two Day,FC_MTY_01,FC_MTY_01,SORT_QRO_01,LM_PUE,Carrier_A,Occidente,GDL-MTY,2026-01-02 18:47:47,2026-01-04 18:47:47,2026-01-04 06:36:59.805024,1,0,0.0,91.13,0,0,0
SHP002331,ORD002331,Two Day,FC_QRO_01,FC_QRO_01,SORT_CDMX_01,LM_PUE,Carrier_C,Jalisco,GDL-MTY,2026-03-20 16:59:16,2026-03-22 16:59:16,2026-03-22 07:23:15.225790,1,0,0.0,74.26,0,0,0
SHP002332,ORD002332,Two Day,FC_PUE_01,FC_PUE_01,SORT_MTY_01,LM_CDMX_NORTE,Carrier_A,Jalisco,MTY-CDMX,2026-02-09 00:58:10,2026-02-11 00:58:10,2026-02-11 12:22:19.437273,0,1,11.4,82.97,0,0,0
SHP002333,ORD002333,Two Day,FC_GDL_01,FC_GDL_01,SORT_MTY_01,LM_QRO,Carrier_A,CDMX,CDMX-GDL,2026-03-23 03:56:07,2026-03-25 03:56:07,2026-03-24 22:48:28.854223,1,0,0.0,87.17,0,0,0
SHP002334,ORD002334,Standard,FC_QRO_01,FC_QRO_01,SORT_GDL_01,LM_CDMX_NORTE,Carrier_A,Occidente,GDL-OCCIDENTE,2026-02-12 11:52:17,2026-02-16 11:52:17,2026-02-14 08:48:20.897656,1,0,0.0,71.28,0,0,0
SHP002335,ORD002335,Standard,FC_QRO_01,FC_QRO_01,SORT_CDMX_01,LM_CDMX_NORTE,Carrier_A,Occidente,PUE-CDMX,2026-02-19 06:10:13,2026-02-23 06:10:13,2026-02-20 23:58:03.212970,1,0,0.0,68.83,0,0,0
SHP002336,ORD002336,Next Day,FC_CDMX_01,FC_CDMX_01,SORT_GDL_01,LM_QRO,Carrier_B,Occidente,CDMX-GDL,2026-01-05 23:39:09,2026-01-06 23:39:09,2026-01-06 21:26:13.990302,1,0,0.0,79.65,0,0,0
SHP002337,ORD002337,Standard,FC_QRO_01,FC_QRO_01,SORT_CDMX_01,LM_QRO,Carrier_C,CDMX,MTY-CDMX,2026-03-03 11:41:05,2026-03-07 11:41:05,2026-03-08 11:34:13.041655,0,1,23.89,78.51,0,0,0
SHP002338,ORD002338,Standard,FC_MTY_01,FC_MTY_01,SORT_CDMX_01,LM_MTY,Carrier_B,Jalisco,GDL-OCCIDENTE,2026-01-20 08:28:44,2026-01-24 08:28:44,2026-01-21 20:31:34.705959,1,0,0.0,82.4,0,0,0
SHP002339,ORD002339,Standard,FC_QRO_01,FC_QRO_01,SORT_QRO_01,LM_PUE,Carrier_A,Bajio,QRO-CDMX,2026-01-22 17:49:38,2026-01-26 17:49:38,2026-01-24 09:18:28.486081,1,0,0.0,76.71,0,0,0
SHP002340,ORD002340,Standard,FC_MTY_01,FC_MTY_01,SORT_CDMX_01,LM_MTY,Carrier_B,Puebla,MTY-CDMX,2026-02-08 06:29:07,2026-02-12 06:29:07,2026-02-10 08:56:22.591234,1,0,0.0,74.67,0,0,0
SHP002341,ORD002341,Next Day,FC_QRO_01,FC_QRO_01,SORT_GDL_01,LM_PUE,Carrier_B,Occidente,PUE-CDMX,2026-03-07 12:27:36,2026-03-08 12:27:36,2026-03-08 09:13:17.683529,1,0,0.0,92.81,0,0,0
SHP002342,ORD002342,Next Day,FC_GDL_01,FC_GDL_01,SORT_MTY_01,LM_CDMX_NORTE,Carrier_B,CDMX,CDMX-BAJIO,2026-03-12 17:20:41,2026-03-13 17:20:41,2026-03-13 13:51:33.143501,1,0,0.0,85.06,0,0,0
SHP002343,ORD002343,Standard,FC_QRO_01,FC_QRO_01,SORT_QRO_01,LM_CDMX_NORTE,Carrier_D,Puebla,CDMX-MTY,2026-03-17 00:09:48,2026-03-21 00:09:48,2026-03-21 16:41:05.316860,0,1,16.52,75.9,0,1,100
SHP002344,ORD002344,Standard,FC_CDMX_01,FC_CDMX_01,SORT_QRO_01,LM_QRO,Carrier_C,Nuevo Leon,CDMX-MTY,2026-01-20 07:00:31,2026-01-24 07:00:31,2026-01-22 07:19:47.517342,1,0,0.0,52.87,0,0,0
SHP002345,ORD002345,Next Day,FC_QRO_01,FC_QRO_01,SORT_GDL_01,LM_CDMX_NORTE,Carrier_D,Nuevo Leon,QRO-CDMX,2026-03-11 17:52:54,2026-03-12 17:52:54,2026-03-12 13:16:56.192947,1,0,0.0,75.66,0,0,0
SHP002346,ORD002346,Standard,FC_GDL_01,FC_GDL_01,SORT_MTY_01,LM_MTY,Carrier_A,Puebla,CDMX-MTY,2026-02-15 09:47:33,2026-02-19 09:47:33,2026-02-19 12:47:45.467559,0,1,3.0,82.94,0,0,0
